558	4.48E-04	2.08E-04	6.16E-04	6.91E-03	8.96E-02	3.50E-02	1.16E-01	8.86E-03	1.18E-04	-3.48E-06
559	4.51E-04	2.33E-04	5.37E-04	6.53E-03	8.36E-02	2.52E-02	1.39E-01	1.04E-02	2.96E-04	6.58E-05
560	4.49E-04	2.62E-04	5.72E-04	6.03E-03	7.78E-02	1.97E-02	1.66E-01	1.20E-02	2.66E-04	5.66E-05
561	4.40E-04	1.71E-04	5.02E-04	5.48E-03	7.25E-02	1.66E-02	1.98E-01	1.38E-02	3.12E-04	1.33E-04
562	4.46E-04	2.72E-04	5.25E-04	5.22E-03	6.73E-02	1.51E-02	2.36E-01	1.59E-02	4.09E-04	2.19E-04
563	3.73E-04	1.77E-04	4.89E-04	4.90E-03	6.26E-02	1.38E-02	2.82E-01	1.88E-02	4.25E-04	3.20E-05
564	4.46E-04	3.00E-04	5.19E-04	4.55E-03	5.87E-02	1.34E-02	3.31E-01	2.16E-02	5.14E-04	8.20E-06
565	4.01E-04	2.50E-04	4.33E-04	4.24E-03	5.44E-02	1.30E-02	3.86E-01	2.49E-02	7.37E-04	4.02E-05
566	4.25E-04	1.90E-04	4.30E-04	4.03E-03	5.11E-02	1.29E-02	4.48E-01	2.86E-02	7.77E-04	1.05E-04
567	4.43E-04	2.67E-04	4.48E-04	3.84E-03	4.74E-02	1.29E-02	5.16E-01	3.27E-02	9.67E-04	6.94E-05
568	3.89E-04	1.90E-04	4.00E-04	3.55E-03	4.36E-02	1.29E-02	5.94E-01	3.84E-02	1.06E-03	1.08E-04
569	3.67E-04	1.83E-04	4.67E-04	3.33E-03	4.12E-02	1.29E-02	6.72E-01	4.40E-02	1.31E-03	1.16E-04
